iteration,model,class,precision,recall,f1-score
iter24,tabular_rf,1,0.342211461,0.385805278,0.362703165
iter24,tabular_xgb,1,0.27700831,0.818926297,0.413983441
iter24,tfidf,1,0.541727672,0.618729097,0.577673692
iter24,transformer,1,0,0,0
iter25,clinicalbert_transformer,1,0.3366,0.7812,0.4705
iter25,gru,1,0.411764706,0.148725212,0.218522373
iter25,lstm,1,0.318696884,0.318696884,0.318696884
iter25,tabular_rf,1,0.400377715,0.379588183,0.389705882
iter25,tabular_xgb,1,0.425387597,0.39301701,0.408562122
iter25,tfidf,1,0.526170799,0.618122977,0.568452381
iter25,transformer,1,0,0,0
iter26,clinicalbert_transformer,1,0.3163,0.1683,0.2197
iter26,gru,1,0.356923077,0.164305949,0.225024248
iter26,lstm,1,0.386018237,0.179886686,0.245410628
iter26,tabular_rf,1,0.377906977,0.399122807,0.388225256
iter26,tabular_xgb,1,0.290797126,0.745614035,0.418410042
iter26,tfidf,1,0.507189542,0.630894309,0.562318841
iter26,transformer,1,0,0,0
iter27,clinicalbert_transformer,1,0.3488,0.6608,0.4566
iter27,gru,1,0.44295302,0.467422096,0.454858718
iter27,lstm,1,0.38590604,0.162889518,0.229083665
iter27,tabular_rf,1,0.416898793,0.390774587,0.403414196
iter27,tabular_xgb,1,0.319958312,0.53437772,0.400260756
iter27,tfidf,1,0.540136054,0.646579805,0.588584136
iter27,transformer,1,0,0,0
iter28,clinicalbert_transformer,1,0.3711,0.2783,0.3181
iter28,gru,1,0.413232104,0.539660057,0.468058968
iter28,lstm,1,0.323979592,0.179886686,0.23132969
iter28,tabular_rf,1,0.415959253,0.418088737,0.417021277
iter28,tabular_xgb,1,0.298339265,0.429180887,0.351994402
iter28,tfidf,1,0.525896414,0.631578947,0.573913043
iter28,transformer,1,0,0,0
iter29,clinicalbert_transformer,1,0.3171,0.3186,0.3179
iter29,gru,1,0.412145749,0.720963173,0.524471922
iter29,lstm,1,0.395744681,0.131728045,0.197662062
iter29,tabular_rf,1,0.393967093,0.386547085,0.39022182
iter29,tabular_xgb,1,0.29443128,0.44573991,0.35462005
iter29,tfidf,1,0.540682415,0.671009772,0.598837209
iter29,transformer,1,0.333333333,0.004249292,0.008391608
iter3,clinicalbert_transformer,1,0.3716,0.7326,0.4931
iter3,gru,1,0.37853517,0.739376771,0.500719424
iter3,lstm,1,0.404984424,0.184135977,0.253164557
iter3,tabular_rf,1,0.383428107,0.431050228,0.405846948
iter3,tabular_xgb,1,0.280828365,0.817351598,0.418028958
iter3,tfidf,1,0.56846473,0.653418124,0.607988166
iter3,transformer,1,0.272357724,0.854107649,0.413013699
iter30,clinicalbert_transformer,1,0.3573,0.1984,0.2551
iter30,gru,1,0.298352125,0.487252125,0.370091447
iter30,lstm,1,0.320960699,0.208215297,0.25257732
iter30,tabular_rf,1,0.41754671,0.437819421,0.427442827
iter30,tabular_xgb,1,0.302640487,0.761499148,0.433139535
iter30,tfidf,1,0.538251366,0.637540453,0.583703704
iter30,transformer,1,0.375,0.004249292,0.008403361
iter4,clinicalbert_transformer,1,0.3198,0.126,0.1808
iter4,gru,1,0.292253521,0.705382436,0.413278008
iter4,lstm,1,0.34375,0.327195467,0.335268505
iter4,tabular_rf,1,0.380756579,0.408289242,0.394042553
iter4,tabular_xgb,1,0.300430725,0.738095238,0.427040816
iter4,tfidf,1,0.513103448,0.612850082,0.558558559
iter4,transformer,1,0,0,0
iter5,clinicalbert_transformer,1,0.36,0.5161,0.4241
iter5,gru,1,0.360526316,0.194050992,0.252302026
iter5,lstm,1,0.331991952,0.233711048,0.274314214
iter5,tabular_rf,1,0.378801843,0.376029277,0.377410468
iter5,tabular_xgb,1,0.289847449,0.504117109,0.368069472
iter5,tfidf,1,0.548201439,0.620521173,0.582123759
iter5,transformer,1,0.270222222,0.861189802,0.411366712
iter6,clinicalbert_transformer,1,0.3578,0.6602,0.4641
iter6,gru,1,0.424926398,0.613314448,0.502028986
iter6,lstm,1,0.32807571,0.147308782,0.203323558
iter6,tabular_rf,1,0.410742496,0.455341506,0.431893688
iter6,tabular_xgb,1,0.267842149,0.558669002,0.362088536
iter6,tfidf,1,0.532147743,0.647254576,0.584084084
iter6,transformer,1,0.272970562,0.866855524,0.415196744
iter7,clinicalbert_transformer,1,0.3508,0.7168,0.471
iter7,gru,1,0.394803018,0.66713881,0.496050553
iter7,lstm,1,0.330275229,0.305949008,0.317647059
iter7,tabular_rf,1,0.402210884,0.408462867,0.405312768
iter7,tabular_xgb,1,0.310502283,0.469775475,0.373883162
iter7,tfidf,1,0.531543624,0.651315789,0.585365854
iter7,transformer,1,0.269763287,0.855524079,0.410186757
iter8,clinicalbert_transformer,1,0.3552,0.6377,0.4562
iter8,gru,1,0.328440367,0.253541076,0.286171063
iter8,lstm,1,0.319290466,0.203966006,0.24891962
iter8,tabular_rf,1,0.372919818,0.439785905,0.403602129
iter8,tabular_xgb,1,0.292831106,0.859946476,0.436891004
iter8,tfidf,1,0.520314548,0.646579805,0.576615832
iter8,transformer,1,0.269230769,0.862606232,0.410377358
iter9,clinicalbert_transformer,1,0.3457,0.6385,0.4485
iter9,gru,1,0.389255419,0.584985836,0.46745897
iter9,lstm,1,0.354271357,0.199716714,0.255434783
iter9,tabular_rf,1,0.384683882,0.388140162,0.386404293
iter9,tabular_xgb,1,0.316319195,0.790655885,0.451861361
iter9,tfidf,1,0.552785924,0.619047619,0.584043377
iter9,transformer,1,0.272270443,0.844192635,0.411744387
iter1,stacker_logisticregression,1,0.6129,0.4872,0.5429
iter10,stacker_logisticregression,1,0.6226,0.5546,0.5867
iter11,stacker_logisticregression,1,0.6389,0.575,0.6053
iter14,stacker_logisticregression,1,0.66,0.5546,0.6027
iter15,stacker_logisticregression,1,0.6579,0.641,0.6494
iter16,stacker_logisticregression,1,0.6509,0.5948,0.6216
iter17,stacker_logisticregression,1,0.5755,0.5214,0.5471
iter19,stacker_logisticregression,1,0.6514,0.6068,0.6283
iter2,stacker_logisticregression,1,0.6923,0.6154,0.6516
iter22,stacker_logisticregression,1,0.6,0.6154,0.6076
iter25,stacker_logisticregression,1,0.614,0.6034,0.6087
iter26,stacker_logisticregression,1,0.6038,0.5424,0.5714
iter27,stacker_logisticregression,1,0.6667,0.5763,0.6182
iter28,stacker_logisticregression,1,0.5789,0.5546,0.5665
iter29,stacker_logisticregression,1,0.6364,0.525,0.5753
iter30,stacker_logisticregression,1,0.6239,0.5763,0.5991
iter5,stacker_logisticregression,1,0.6087,0.6034,0.6061
iter7,stacker_logisticregression,1,0.5981,0.5517,0.574
iter13,stacker_stackingcv,1,0.6154,0.5565,0.5845
iter18,stacker_stackingcv,1,0.5741,0.5345,0.5536
iter20,stacker_stackingcv,1,0.6449,0.575,0.6079
iter23,stacker_stackingcv,1,0.6415,0.5862,0.6126
iter24,stacker_stackingcv,1,0.6768,0.5776,0.6233
iter6,stacker_stackingcv,1,0.6667,0.5128,0.5797
iter8,stacker_stackingcv,1,0.5238,0.5593,0.541
iter9,stacker_stackingcv,1,0.5591,0.5966,0.5772
iter12,stacker_svm,1,0.5556,0.5882,0.5714
iter21,stacker_svm,1,0.5814,0.641,0.6098
iter3,stacker_svm,1,0.5802,0.6441,0.6104
iter4,stacker_svm,1,0.5268,0.5,0.513
iter1,clinicalbert_transformer,2,0.2208,0.0627,0.0977
iter1,gru,2,0.162393162,0.134275618,0.147001934
iter1,gru_multiclass,2,0.1212,0.8799,0.2131
iter1,lstm,2,0.150870406,0.275618375,0.195
iter1,tabular_rf,2,0.230909091,0.262939959,0.24588577
iter1,tabular_xgb,2,0.143651529,0.320910973,0.198463508
iter1,tfidf,2,0.3325,0.413043478,0.368421053
iter1,transformer,2,0.119237589,0.950530035,0.211894447
iter10,clinicalbert_transformer,2,0.1754,0.0385,0.0631
iter10,gru,2,0.123068117,0.759717314,0.21182266
iter10,lstm,2,0.161971831,0.325088339,0.216216216
iter10,tabular_rf,2,0.220032841,0.290672451,0.25046729
iter10,tabular_xgb,2,0.165302782,0.657266811,0.264167393
iter10,tfidf,2,0.307692308,0.418918919,0.354792561
iter10,transformer,2,0.114085125,0.918727915,0.202966432
iter11,clinicalbert_transformer,2,0.2432,0.0331,0.0583
iter11,gru,2,0.197368421,0.053003534,0.08356546
iter11,lstm,2,0.155722326,0.293286219,0.203431373
iter11,tabular_rf,2,0.240614334,0.288343558,0.262325581
iter11,tabular_xgb,2,0.13963964,0.126789366,0.132904609
iter11,tfidf,2,0.295121951,0.401993355,0.340365682
iter11,transformer,2,0,0,0
iter12,clinicalbert_transformer,2,0.2011,0.1377,0.1634
iter12,gru,2,0.233050847,0.19434629,0.21194605
iter12,lstm,2,0.154185022,0.371024735,0.217842324
iter12,tabular_rf,2,0.216014898,0.262443439,0.236976507
iter12,tabular_xgb,2,0.158227848,0.226244344,0.186219739
iter12,tfidf,2,0.300995025,0.385350318,0.337988827
iter12,transformer,2,0.121024735,0.96819788,0.215155084
iter13,clinicalbert_transformer,2,0.1505,0.1556,0.153
iter13,gru,2,0.118743344,0.787985866,0.206385932
iter13,lstm,2,0.145708583,0.25795053,0.18622449
iter13,tabular_rf,2,0.245583039,0.300865801,0.270428016
iter13,tabular_xgb,2,0.175983437,0.551948052,0.266875981
iter13,tfidf,2,0.300248139,0.391585761,0.33988764
iter13,transformer,2,0.119982159,0.950530035,0.213069307
iter14,clinicalbert_transformer,2,0.2165,0.0769,0.1135
iter14,gru,2,0.174242424,0.081272085,0.110843373
iter14,lstm,2,0.187943262,0.187279152,0.187610619
iter14,tabular_rf,2,0.214285714,0.261133603,0.23540146
iter14,tabular_xgb,2,0.123167155,0.255060729,0.166117337
iter14,tfidf,2,0.299516908,0.402597403,0.343490305
iter14,transformer,2,0.121361397,0.957597173,0.215421304
iter15,clinicalbert_transformer,2,0.2632,0.0372,0.0651
iter15,gru,2,0.185145318,0.607773852,0.283828383
iter15,lstm,2,0.144047619,0.427561837,0.215494212
iter15,tabular_rf,2,0.238095238,0.301810865,0.266193434
iter15,tabular_xgb,2,0.168386746,0.623742455,0.265183918
iter15,tfidf,2,0.286419753,0.372990354,0.324022346
iter15,transformer,2,0.121212121,0.819787986,0.211197087
iter16,clinicalbert_transformer,2,0.1935,0.0886,0.1215
iter16,gru,2,0.131059246,0.77385159,0.224155578
iter16,lstm,2,0.145424837,0.314487633,0.198882682
iter16,tabular_rf,2,0.201376936,0.238289206,0.218283582
iter16,tabular_xgb,2,0.199186992,0.199592668,0.199389624
iter16,tfidf,2,0.275058275,0.369905956,0.315508021
iter16,transformer,2,0.118899734,0.946996466,0.211273157
iter17,clinicalbert_transformer,2,0.2,0.0294,0.0513
iter17,gru,2,0.136591479,0.385159011,0.201665125
iter17,lstm,2,0.155096012,0.371024735,0.21875
iter17,tabular_rf,2,0.212851406,0.331941545,0.259380098
iter17,tabular_xgb,2,0.170421156,0.363256785,0.232
iter17,tfidf,2,0.285714286,0.376623377,0.324929972
iter17,transformer,2,0,0,0
iter18,clinicalbert_transformer,2,0.1042,0.0376,0.0552
iter18,gru,2,0.154040404,0.431095406,0.226976744
iter18,lstm,2,0.157723577,0.342756184,0.216035635
iter18,tabular_rf,2,0.220216606,0.24796748,0.233269598
iter18,tabular_xgb,2,0.154021244,0.412601626,0.224309392
iter18,tfidf,2,0.304455446,0.407284768,0.348441926
iter18,transformer,2,0.177083333,0.060070671,0.089709763
iter19,clinicalbert_transformer,2,0.1895,0.1728,0.1808
iter19,gru,2,0.240875912,0.116607774,0.157142857
iter19,lstm,2,0.135775862,0.222614841,0.168674699
iter19,tabular_rf,2,0.253623188,0.291666667,0.271317829
iter19,tabular_xgb,2,0.176154672,0.683333333,0.280102477
iter19,tfidf,2,0.291666667,0.383870968,0.331476323
iter19,transformer,2,0.307692308,0.014134276,0.027027027
iter2,clinicalbert_transformer,2,0.241,0.0735,0.1127
iter2,gru,2,0.18115942,0.176678445,0.178890877
iter2,lstm,2,0.201465201,0.19434629,0.197841727
iter2,tabular_rf,2,0.22515528,0.292929293,0.254609306
iter2,tabular_xgb,2,0.169222904,0.668686869,0.270093839
iter2,tfidf,2,0.290023202,0.403225806,0.337381916
iter2,transformer,2,0.120541761,0.943462898,0.213771017
iter20,clinicalbert_transformer,2,0.2214,0.109,0.1461
iter20,gru,2,0.121178432,0.770318021,0.209414025
iter20,lstm,2,0.144,0.318021201,0.198237885
iter20,tabular_rf,2,0.20398773,0.288503254,0.238993711
iter20,tabular_xgb,2,0.157200229,0.594360087,0.248638838
iter20,tfidf,2,0.292079208,0.394648829,0.335704125
iter20,transformer,2,0.116888889,0.929328622,0.207658902
iter21,clinicalbert_transformer,2,0.2222,0.1037,0.1414
iter21,gru,2,0.150442478,0.180212014,0.163987138
iter21,lstm,2,0.139013453,0.109540636,0.122529644
iter21,tabular_rf,2,0.223709369,0.254901961,0.238289206
iter21,tabular_xgb,2,0.154825027,0.318082789,0.208273894
iter21,tfidf,2,0.304455446,0.407284768,0.348441926
iter21,transformer,2,0.119184759,0.950530035,0.211811024
iter22,clinicalbert_transformer,2,0.1643,0.0849,0.1119
iter22,gru,2,0.15699334,0.583038869,0.247376312
iter22,lstm,2,0.152570481,0.325088339,0.207674944
iter22,tabular_rf,2,0.218045113,0.298969072,0.252173913
iter22,tabular_xgb,2,0.178431373,0.375257732,0.241860465
iter22,tfidf,2,0.283854167,0.350482315,0.313669065
iter22,transformer,2,0,0,0
iter23,clinicalbert_transformer,2,0.1731,0.0335,0.0561
iter23,gru,2,0.116666667,0.024734982,0.040816327
iter23,lstm,2,0.142446043,0.349823322,0.202453988
iter23,tabular_rf,2,0.218246869,0.268131868,0.240631164
iter23,tabular_xgb,2,0.157738095,0.698901099,0.257385674
iter23,tfidf,2,0.311392405,0.396774194,0.34893617
iter23,transformer,2,0.118847007,0.946996466,0.211189913
iter24,clinicalbert_transformer,2,0.1921,0.1259,0.1521
iter24,gru,2,0.21901528,0.455830389,0.29587156
iter24,lstm,2,0.148208469,0.32155477,0.202898551
iter24,tabular_rf,2,0.210227273,0.307053942,0.249578415
iter24,tabular_xgb,2,0.157099698,0.215767635,0.181818182
iter24,tfidf,2,0.311004785,0.411392405,0.354223433
iter24,transformer,2,0.121512151,0.954063604,0.215568862
iter25,clinicalbert_transformer,2,0.1957,0.0331,0.0566
iter25,gru,2,0.217391304,0.123674912,0.157657658
iter25,lstm,2,0.141025641,0.272084806,0.185765983
iter25,tabular_rf,2,0.247252747,0.303370787,0.272452069
iter25,tabular_xgb,2,0.22962963,0.278651685,0.25177665
iter25,tfidf,2,0.287058824,0.393548387,0.331972789
iter25,transformer,2,0.120267261,0.954063604,0.213607595
iter26,clinicalbert_transformer,2,0.1739,0.2985,0.2198
iter26,gru,2,0.119683482,0.855123675,0.209978308
iter26,lstm,2,0.136286201,0.282685512,0.183908046
iter26,tabular_rf,2,0.19487909,0.297180043,0.235395189
iter26,tabular_xgb,2,0.150561798,0.290672451,0.198371577
iter26,tfidf,2,0.314769976,0.415335463,0.358126722
iter26,transformer,2,0,0,0
iter27,clinicalbert_transformer,2,0.2368,0.1648,0.1944
iter27,gru,2,0.201834862,0.310954064,0.244784423
iter27,lstm,2,0.152139461,0.339222615,0.210065646
iter27,tabular_rf,2,0.226618705,0.276923077,0.24925816
iter27,tabular_xgb,2,0.155568312,0.595604396,0.246700046
iter27,tfidf,2,0.299270073,0.388012618,0.337912088
iter27,transformer,2,0,0,0
iter28,clinicalbert_transformer,2,0.1771,0.1771,0.1771
iter28,gru,2,0.183673469,0.127208481,0.150313152
iter28,lstm,2,0.121684867,0.826855124,0.212148685
iter28,tabular_rf,2,0.235988201,0.346320346,0.280701754
iter28,tabular_xgb,2,0.152480655,0.725108225,0.251974426
iter28,tfidf,2,0.273972603,0.38961039,0.321715818
iter28,transformer,2,0.119079239,0.950530035,0.211644375
iter29,clinicalbert_transformer,2,0.1747,0.1476,0.16
iter29,gru,2,0.283687943,0.282685512,0.283185841
iter29,lstm,2,0.131367292,0.346289753,0.19047619
iter29,tabular_rf,2,0.25477707,0.301886792,0.276338515
iter29,tabular_xgb,2,0.171742809,0.766037736,0.280580511
iter29,tfidf,2,0.339378238,0.405572755,0.369534556
iter29,transformer,2,0.119257951,0.954063604,0.212014134
iter3,clinicalbert_transformer,2,0.1707,0.0792,0.1082
iter3,gru,2,0.155251142,0.120141343,0.135458167
iter3,lstm,2,0.136157337,0.318021201,0.190677966
iter3,tabular_rf,2,0.187878788,0.271334792,0.222023277
iter3,tabular_xgb,2,0.156704362,0.212253829,0.180297398
iter3,tfidf,2,0.282110092,0.403278689,0.331983806
iter3,transformer,2,0.235294118,0.028268551,0.050473186
iter30,clinicalbert_transformer,2,0.2162,0.1771,0.1947
iter30,gru,2,0.160427807,0.212014134,0.182648402
iter30,lstm,2,0.145675266,0.339222615,0.203821656
iter30,tabular_rf,2,0.208708709,0.302173913,0.246891652
iter30,tabular_xgb,2,0.135470527,0.284782609,0.183601962
iter30,tfidf,2,0.289719626,0.402597403,0.336956522
iter30,transformer,2,0,0,0
iter4,clinicalbert_transformer,2,0.174,0.2491,0.2049
iter4,gru,2,0.149606299,0.134275618,0.141527002
iter4,lstm,2,0.153271028,0.28975265,0.200488998
iter4,tabular_rf,2,0.173260573,0.250493097,0.20483871
iter4,tabular_xgb,2,0.153980752,0.347140039,0.213333333
iter4,tfidf,2,0.30617284,0.388714734,0.342541436
iter4,transformer,2,0,0,0
iter5,clinicalbert_transformer,2,0.2033,0.1852,0.1938
iter5,gru,2,0.154533844,0.427561837,0.227016886
iter5,lstm,2,0.155228758,0.335689046,0.212290503
iter5,tabular_rf,2,0.222591362,0.273469388,0.245421245
iter5,tabular_xgb,2,0.173312883,0.691836735,0.277187244
iter5,tfidf,2,0.295302013,0.424437299,0.34828496
iter5,transformer,2,0,0,0
iter6,clinicalbert_transformer,2,0.2029,0.0519,0.0826
iter6,gru,2,0.150058617,0.45229682,0.225352113
iter6,lstm,2,0.181132075,0.339222615,0.236162362
iter6,tabular_rf,2,0.236363636,0.358974359,0.28504307
iter6,tabular_xgb,2,0.146194927,0.431952663,0.218453865
iter6,tfidf,2,0.360465116,0.48136646,0.412234043
iter6,transformer,2,0,0,0
iter7,clinicalbert_transformer,2,0.2436,0.0704,0.1092
iter7,gru,2,0.147058824,0.212014134,0.17366136
iter7,lstm,2,0.139745917,0.272084806,0.184652278
iter7,tabular_rf,2,0.229370629,0.328,0.269958848
iter7,tabular_xgb,2,0.153093013,0.688,0.250455042
iter7,tfidf,2,0.316546763,0.431372549,0.365145228
iter7,transformer,2,0,0,0
iter8,clinicalbert_transformer,2,0.2264,0.1358,0.1698
iter8,gru,2,0.111428571,0.689045936,0.191834727
iter8,lstm,2,0.138312586,0.35335689,0.198807157
iter8,tabular_rf,2,0.21220527,0.329741379,0.258227848
iter8,tabular_xgb,2,0.162079511,0.228448276,0.189624329
iter8,tfidf,2,0.317961165,0.436666667,0.367977528
iter8,transformer,2,0,0,0
iter9,clinicalbert_transformer,2,0.1524,0.0929,0.1155
iter9,gru,2,0.159210526,0.427561837,0.232023011
iter9,lstm,2,0.153212521,0.328621908,0.208988764
iter9,tabular_rf,2,0.216262976,0.262605042,0.237191651
iter9,tabular_xgb,2,0.150712831,0.31092437,0.203017833
iter9,tfidf,2,0.311627907,0.422712934,0.358768407
iter9,transformer,2,0.083333333,0.010600707,0.018808777
iter1,stacker_logisticregression,2,0.3077,0.0755,0.1212
iter10,stacker_logisticregression,2,0.7,0.14,0.2333
iter11,stacker_logisticregression,2,0.3333,0.0377,0.0678
iter14,stacker_logisticregression,2,0.3333,0.0189,0.0357
iter15,stacker_logisticregression,2,0.5556,0.0943,0.1613
iter16,stacker_logisticregression,2,0.5714,0.0755,0.1333
iter17,stacker_logisticregression,2,0.5,0.0943,0.1587
iter19,stacker_logisticregression,2,0.5,0.1154,0.1875
iter2,stacker_logisticregression,2,0.7143,0.0943,0.1667
iter22,stacker_logisticregression,2,0.4444,0.0755,0.129
iter25,stacker_logisticregression,2,0.35,0.1321,0.1918
iter26,stacker_logisticregression,2,0.4737,0.1731,0.2535
iter27,stacker_logisticregression,2,0.2,0.0189,0.0345
iter28,stacker_logisticregression,2,0.3,0.0566,0.0952
iter29,stacker_logisticregression,2,0.4667,0.1321,0.2059
iter30,stacker_logisticregression,2,0.6,0.1132,0.1905
iter5,stacker_logisticregression,2,0.7692,0.1887,0.303
iter7,stacker_logisticregression,2,0.4286,0.1132,0.1791
iter13,stacker_stackingcv,2,0.375,0.1132,0.1739
iter18,stacker_stackingcv,2,0.5556,0.0962,0.1639
iter20,stacker_stackingcv,2,0.6667,0.0385,0.0727
iter23,stacker_stackingcv,2,0.375,0.1132,0.1739
iter24,stacker_stackingcv,2,0.4,0.037,0.0678
iter6,stacker_stackingcv,2,0.4783,0.2075,0.2895
iter8,stacker_stackingcv,2,0.4167,0.098,0.1587
iter9,stacker_stackingcv,2,0.5,0.0189,0.0364
iter12,stacker_svm,2,0,0,0
iter21,stacker_svm,2,0,0,0
iter3,stacker_svm,2,0,0,0
iter4,stacker_svm,2,0,0,0