model,iteration,macro_f1,macro_precision,macro_recall
ClinicalBERT,iter1,0.36516666666666664,0.4252,0.4088333333333333
ClinicalBERT,iter10,0.37753333333333333,0.41979999999999995,0.41653333333333337
ClinicalBERT,iter11,0.36106666666666665,0.43333333333333335,0.4086666666666667
ClinicalBERT,iter12,0.3937333333333333,0.3999,0.39206666666666673
ClinicalBERT,iter13,0.3774333333333333,0.3891,0.3794666666666666
ClinicalBERT,iter14,0.4026,0.4273666666666667,0.42136666666666667
ClinicalBERT,iter15,0.3820333333333334,0.4492333333333333,0.4221333333333333
ClinicalBERT,iter16,0.3966,0.4108,0.3974
ClinicalBERT,iter17,0.381,0.4353,0.42836666666666673
ClinicalBERT,iter18,0.37986666666666663,0.4019333333333333,0.41986666666666667
ClinicalBERT,iter19,0.40123333333333333,0.4080333333333333,0.39963333333333334
ClinicalBERT,iter2,0.3948666666666667,0.4331666666666667,0.41839999999999994
ClinicalBERT,iter20,0.4062333333333333,0.43173333333333336,0.42696666666666666
ClinicalBERT,iter21,0.39796666666666664,0.4282333333333333,0.42049999999999993
ClinicalBERT,iter22,0.39293333333333336,0.39896666666666664,0.3969
ClinicalBERT,iter23,0.3718666666666666,0.4122666666666666,0.41136666666666666
ClinicalBERT,iter24,0.3985666666666667,0.41123333333333334,0.412
ClinicalBERT,iter25,0.3588,0.42826666666666663,0.41559999999999997
ClinicalBERT,iter26,0.3713,0.3808,0.38830000000000003
ClinicalBERT,iter27,0.41209999999999997,0.4406666666666667,0.43710000000000004
ClinicalBERT,iter28,0.3956,0.4014333333333333,0.39549999999999996
ClinicalBERT,iter29,0.37366666666666665,0.37539999999999996,0.3727666666666667
ClinicalBERT,iter3,0.3938333333333333,0.42396666666666666,0.43113333333333337
ClinicalBERT,iter30,0.38400000000000006,0.403,0.3867
ClinicalBERT,iter4,0.3612666666666667,0.3789,0.3796
ClinicalBERT,iter5,0.4176333333333333,0.42216666666666663,0.42673333333333335
ClinicalBERT,iter6,0.39313333333333333,0.43019999999999997,0.4235
ClinicalBERT,iter7,0.39326666666666665,0.4461,0.42979999999999996
ClinicalBERT,iter8,0.41,0.43356666666666666,0.4313666666666667
ClinicalBERT,iter9,0.38176666666666664,0.40386666666666665,0.4073
GRU,iter1,0.31718904633333334,0.42352732783333336,0.411491138
GRU,iter10,0.255092143,0.37979310000000005,0.380277229
GRU,iter11,0.36793883866666666,0.40369749666666666,0.39133048666666664
GRU,iter12,0.47050873066666665,0.473613751,0.4816647806666667
GRU,iter13,0.2487990343333333,0.421798452,0.39113255399999997
GRU,iter14,0.3657808236666667,0.40645369466666664,0.37298912
GRU,iter15,0.45165056600000003,0.4823678596666667,0.5159582173333334
GRU,iter16,0.26588000933333333,0.42577425566666666,0.41394125200000004
GRU,iter17,0.39910950733333334,0.44484077099999997,0.4605920266666667
GRU,iter18,0.386209386,0.4044797173333334,0.42097507133333334
GRU,iter19,0.44469534499999996,0.463701368,0.4414346473333333
GRU,iter2,0.3769612983333333,0.38456915433333333,0.3791075486666667
GRU,iter20,0.2562033246666667,0.42465530199999996,0.3981269463333333
GRU,iter21,0.365264303,0.38701223933333334,0.393617157
GRU,iter22,0.3951509183333333,0.45377508466666666,0.456105185
GRU,iter23,0.36377579466666665,0.37609406466666667,0.38331260699999997
GRU,iter24,0.46616428066666665,0.46821629000000003,0.5048283516666666
GRU,iter25,0.3743810236666667,0.42658794800000005,0.38307350399999995
GRU,iter26,0.22308822733333333,0.41978839333333334,0.385724114
GRU,iter27,0.46474359000000004,0.46172416566666663,0.47750079133333334
GRU,iter28,0.43536306733333335,0.437941533,0.442556503
GRU,iter29,0.4838146300000001,0.49712313533333335,0.5147680083333334
GRU,iter3,0.4038468163333333,0.42592363766666663,0.44285717066666663
GRU,iter30,0.36602084900000004,0.3787524696666667,0.38519231299999995
GRU,iter4,0.323883578,0.38538184466666664,0.3779847236666667
GRU,iter5,0.3705353026666667,0.39488889099999996,0.4068401986666667
GRU,iter6,0.419280369,0.470528774,0.4846535943333334
GRU,iter7,0.416481219,0.4309423643333334,0.45041344099999997
GRU,iter8,0.24174732366666665,0.38638906133333334,0.36395295233333336
GRU,iter9,0.41362602833333334,0.45528930199999995,0.47242689433333335
LSTM,iter1,0.3827212323333333,0.3906615486666667,0.3934166553333333
LSTM,iter10,0.3797073633333334,0.3849780276666667,0.397365044
LSTM,iter11,0.37551883666666663,0.38200720099999996,0.3893250286666667
LSTM,iter12,0.3541099986666667,0.385153286,0.38946822733333336
LSTM,iter13,0.39161126500000004,0.40982528799999995,0.4004024526666667
LSTM,iter14,0.432281842,0.432555684,0.432020799
LSTM,iter15,0.36077371799999997,0.3859913563333333,0.40322062266666664
LSTM,iter16,0.39352293433333335,0.41680984466666665,0.40785597199999996
LSTM,iter17,0.36095993,0.37709941466666663,0.39109150733333337
LSTM,iter18,0.382738947,0.4046147306666667,0.4041928826666667
LSTM,iter19,0.36166077966666665,0.37904541766666666,0.3721653326666667
LSTM,iter2,0.3796329166666667,0.381307471,0.3813084953333334
LSTM,iter20,0.3718613073333334,0.4060004013333333,0.3945939136666667
LSTM,iter21,0.3815086916666666,0.38258267333333335,0.3837894376666666
LSTM,iter22,0.37506828099999995,0.394457667,0.39648034800000004
LSTM,iter23,0.3518419976666667,0.395765898,0.38684920866666667
LSTM,iter24,0.36628351200000003,0.3843824106666667,0.38754879466666664
LSTM,iter25,0.37169313933333337,0.376104861,0.38422496466666667
LSTM,iter26,0.3734416356666666,0.399551799,0.389627626
LSTM,iter27,0.3746310179999999,0.4035873763333333,0.3997736236666667
LSTM,iter28,0.23209008433333334,0.40631879466666665,0.385944681
LSTM,iter29,0.348305971,0.39410173666666665,0.37879719466666667
LSTM,iter3,0.3699678933333333,0.40193144300000005,0.3898776353333333
LSTM,iter30,0.36257070233333333,0.3748435673333333,0.3847446763333333
LSTM,iter4,0.39192783133333337,0.39527740566666664,0.404880764
LSTM,iter5,0.3752578276666667,0.383829242,0.39509938400000005
LSTM,iter6,0.376086154,0.3902200996666667,0.401659333
LSTM,iter7,0.3797707746666667,0.38502567066666665,0.39110026800000003
LSTM,iter8,0.35689253233333335,0.3733135713333333,0.3817694443333333
LSTM,iter9,0.3761493123333333,0.39158776333333334,0.3963798643333334
Random Forest,iter1,0.44289008433333327,0.44161762666666665,0.4449528776666667
Random Forest,iter10,0.44009887599999997,0.4367426976666666,0.44847259266666667
Random Forest,iter11,0.44626145999999994,0.44328668500000007,0.4516400706666667
Random Forest,iter12,0.4325154306666666,0.4300041193333333,0.4373675926666667
Random Forest,iter13,0.4501147506666667,0.446779522,0.45594781300000004
Random Forest,iter14,0.42964695466666664,0.42751263033333337,0.4341437916666666
Random Forest,iter15,0.44067623266666667,0.4375800859999999,0.44811232333333334
Random Forest,iter16,0.4234444476666666,0.42234213533333337,0.4256964863333333
Random Forest,iter17,0.4275913036666667,0.42548857366666665,0.44075943766666664
Random Forest,iter18,0.42404939233333333,0.423483319,0.4254297866666667
Random Forest,iter19,0.4572083243333333,0.45412393100000004,0.46171146533333335
Random Forest,iter2,0.4335642046666666,0.4309460246666667,0.440033776
Random Forest,iter20,0.4310243536666667,0.42920503566666673,0.43826645699999994
Random Forest,iter21,0.4334087543333333,0.431426699,0.4362046743333334
Random Forest,iter22,0.43540244466666667,0.4326189976666666,0.44338018366666665
Random Forest,iter23,0.4270081643333334,0.425126784,0.43083469466666663
Random Forest,iter24,0.41699900433333337,0.4157490263333334,0.42795403633333334
Random Forest,iter25,0.443604465,0.4408230573333333,0.4485144763333333
Random Forest,iter26,0.421998538,0.42088037966666664,0.4324376503333333
Random Forest,iter27,0.44392401133333337,0.44228840399999997,0.44753393233333333
Random Forest,iter28,0.45637540933333337,0.4527198346666667,0.4680912206666667
Random Forest,iter29,0.4481869133333333,0.4458259053333333,0.4520101763333333
Random Forest,iter3,0.421418204,0.42035481366666666,0.4310209953333333
Random Forest,iter30,0.441492772,0.4388583226666667,0.4514602066666667
Random Forest,iter4,0.40710092933333336,0.40753686699999997,0.41366570133333336
Random Forest,iter5,0.426823436,0.4246097933333333,0.4309923086666667
Random Forest,iter6,0.452919568,0.45055052900000003,0.46788982566666665
Random Forest,iter7,0.44070445966666666,0.43762669866666665,0.450721782
Random Forest,iter8,0.429929968,0.42873090133333336,0.4460623593333333
Random Forest,iter9,0.428968642,0.4269763016666666,0.43272703366666665
Stacked logisticregression,iter1,0.49090000000000006,0.5506333333333333,0.4889333333333334
Stacked logisticregression,iter10,0.5478999999999999,0.6934,0.5323666666666667
Stacked logisticregression,iter11,0.49193333333333333,0.5677666666666666,0.5008
Stacked logisticregression,iter14,0.48406666666666665,0.5747,0.49723333333333336
Stacked logisticregression,iter15,0.5442666666666667,0.6579666666666667,0.5433333333333333
Stacked logisticregression,iter16,0.527,0.6592333333333333,0.5272333333333333
Stacked logisticregression,iter17,0.4988333333333333,0.6003666666666666,0.49476666666666663
Stacked logisticregression,iter19,0.5374666666666666,0.6293666666666667,0.5297999999999999
Stacked logisticregression,iter2,0.5486,0.7198666666666668,0.5426333333333333
Stacked logisticregression,iter22,0.5110333333333333,0.5959666666666666,0.5162
Stacked logisticregression,iter25,0.5412,0.5798666666666666,0.5374666666666666
Stacked logisticregression,iter26,0.5452,0.6104666666666666,0.5307666666666667
Stacked logisticregression,iter27,0.4917,0.5369,0.5047666666666667
Stacked logisticregression,iter28,0.48406666666666665,0.5367,0.4905
Stacked logisticregression,iter29,0.5303666666666667,0.6137,0.5181666666666667
Stacked logisticregression,iter30,0.5370333333333334,0.6597666666666666,0.5299666666666667
Stacked logisticregression,iter5,0.5729,0.7114333333333334,0.5543
Stacked logisticregression,iter7,0.5250666666666667,0.5958666666666667,0.5196999999999999
Stacked stackingcv,iter13,0.5264333333333333,0.5832666666666667,0.5210333333333333
Stacked stackingcv,iter18,0.5051666666666667,0.6213666666666667,0.5014333333333333
Stacked stackingcv,iter20,0.4984,0.6834333333333333,0.5070666666666667
Stacked stackingcv,iter23,0.5315333333333333,0.5882999999999999,0.5258666666666667
Stacked stackingcv,iter24,0.5035,0.6049333333333333,0.5119
Stacked stackingcv,iter6,0.5618,0.6298666666666667,0.5411
Stacked stackingcv,iter8,0.4946,0.5616,0.4952666666666667
Stacked stackingcv,iter9,0.46773333333333333,0.5979,0.48963333333333336
Stacked svm,iter12,0.4535,0.4291666666666667,0.4814333333333333
Stacked svm,iter21,0.4745,0.4472666666666667,0.5053333333333333
Stacked svm,iter3,0.4683,0.4415,0.49866666666666665
Stacked svm,iter4,0.43216666666666664,0.41356666666666664,0.45603333333333335
TF-IDF,iter1,0.5598255083333333,0.5532213466666667,0.5783237886666667
TF-IDF,iter10,0.5675767763333334,0.5601763430000001,0.5864571846666666
TF-IDF,iter11,0.5703508786666667,0.5638246356666666,0.5908586856666667
TF-IDF,iter12,0.5540732393333333,0.5498001893333333,0.5736662986666666
TF-IDF,iter13,0.5499448756666666,0.5442581443333333,0.568112995
TF-IDF,iter14,0.565330925,0.5596243870000001,0.5804386366666666
TF-IDF,iter15,0.5489800676666666,0.5446355546666667,0.566635195
TF-IDF,iter16,0.5494041433333333,0.5447475416666666,0.5657377486666667
TF-IDF,iter17,0.5504360739999999,0.5451587306666666,0.566550923
TF-IDF,iter18,0.5546416983333333,0.5486665940000001,0.5734316693333333
TF-IDF,iter19,0.5542258043333333,0.5492215293333333,0.5705453466666667
TF-IDF,iter2,0.556704077,0.551883466,0.573139355
TF-IDF,iter20,0.555887452,0.5500683336666666,0.5743758063333333
TF-IDF,iter21,0.5625372776666667,0.5563626486666667,0.583392877
TF-IDF,iter22,0.5440211026666667,0.5390807983333333,0.559779967
TF-IDF,iter23,0.5649740546666667,0.5593105826666666,0.583283809
TF-IDF,iter24,0.5565714273333333,0.550213955,0.5720879413333334
TF-IDF,iter25,0.5509855196666666,0.5468260216666666,0.5672881763333334
TF-IDF,iter26,0.5528469336666667,0.5471142593333332,0.572569972
TF-IDF,iter27,0.557208483,0.5513962453333333,0.5736797696666667
TF-IDF,iter28,0.5414579333333334,0.5376257156666667,0.5604991603333334
TF-IDF,iter29,0.572889834,0.5663171560000001,0.589630073
TF-IDF,iter3,0.5623491353333333,0.5574084069999999,0.5805360186666667
TF-IDF,iter30,0.555415367,0.5502743576666667,0.573907532
TF-IDF,iter4,0.5457188513333333,0.539815694,0.5610064536666667
TF-IDF,iter5,0.5588964593333333,0.553708199,0.577116335
TF-IDF,iter6,0.580477378,0.5725601623333333,0.6026361136666667
TF-IDF,iter7,0.5636215933333333,0.5568039386666667,0.5853113173333333
TF-IDF,iter8,0.5646974526666667,0.5584464253333333,0.5872553553333333
TF-IDF,iter9,0.5645385476666667,0.5586273730000001,0.5801131536666667
Transformer,iter1,0.13248851566666667,0.3971578203333333,0.36304522533333333
Transformer,iter10,0.15273357633333332,0.2763896413333333,0.3580225736666667
Transformer,iter11,0.2254365083333333,0.3332090163333333,0.34599239499999995
Transformer,iter12,0.16243252933333333,0.286096717,0.378355604
Transformer,iter13,0.13809405433333335,0.46638999200000003,0.3689813986666666
Transformer,iter14,0.16829832933333333,0.285503304,0.37927187333333334
Transformer,iter15,0.20142672466666667,0.2552495913333333,0.36751832533333334
Transformer,iter16,0.16167664233333331,0.281582766,0.371895262
Transformer,iter17,0.22922164,0.3358672173333333,0.3479474363333333
Transformer,iter18,0.20621809933333335,0.378310051,0.34248899433333335
Transformer,iter19,0.23860925600000002,0.4376988796666667,0.351174818
Transformer,iter2,0.17012979133333336,0.2826766376666667,0.37658310200000006
Transformer,iter20,0.16312419133333333,0.40758653366666664,0.36722014599999997
Transformer,iter21,0.17387424466666668,0.4178296553333333,0.37760145633333336
Transformer,iter22,0.23381025199999997,0.336277771,0.34875535166666666
Transformer,iter23,0.16243580933333332,0.44790491066666666,0.3720304876666667
Transformer,iter24,0.169590915,0.28484062,0.3791053436666667
Transformer,iter25,0.16205220499999998,0.27648364466666664,0.3742509746666667
Transformer,iter26,0.25639828866666664,0.20831753266666667,0.3333333333333333
Transformer,iter27,0.25639828866666664,0.20831753266666667,0.3333333333333333
Transformer,iter28,0.16268369600000002,0.28660665999999996,0.37347764933333333
Transformer,iter29,0.16359449199999998,0.3999480103333333,0.37445381333333333
Transformer,iter3,0.245151822,0.4065780346666667,0.35015290800000004
Transformer,iter30,0.25921137666666666,0.33357106633333333,0.33414296800000004
Transformer,iter4,0.25639828866666664,0.20831753266666667,0.3333333333333333
Transformer,iter5,0.22688472699999998,0.32607751933333334,0.34248397933333335
Transformer,iter6,0.2323783566666667,0.334028162,0.3472042686666667
Transformer,iter7,0.22763801000000003,0.3235894373333333,0.341606732
Transformer,iter8,0.22082606600000002,0.31641025633333336,0.3391130806666666
Transformer,iter9,0.24189959833333333,0.3644892846666667,0.34641978700000003
XGBoost,iter1,0.2554610756666667,0.4154781973333333,0.3816240493333333
XGBoost,iter10,0.274466855,0.4124959246666666,0.42356305899999996
XGBoost,iter11,0.21057061500000004,0.41918555799999996,0.349020654
XGBoost,iter12,0.23696794233333332,0.41333371766666666,0.37285523000000004
XGBoost,iter13,0.26487765,0.38895550733333334,0.405194571
XGBoost,iter14,0.22403655933333333,0.4109707976666666,0.347693454
XGBoost,iter15,0.25548146833333335,0.40100411933333335,0.4037669423333334
XGBoost,iter16,0.41328054166666667,0.41459106,0.41264678499999996
XGBoost,iter17,0.24465696333333334,0.4296269873333333,0.39129333233333335
XGBoost,iter18,0.2436932053333333,0.41986345900000005,0.39557614366666666
XGBoost,iter19,0.28386104933333334,0.4111368846666667,0.42937427499999997
XGBoost,iter2,0.22472382066666666,0.3839022943333333,0.38338153966666666
XGBoost,iter20,0.2589579736666667,0.41635685066666667,0.4074885103333334
XGBoost,iter21,0.23680152166666665,0.411872286,0.37943839199999996
XGBoost,iter22,0.240375637,0.4529123196666667,0.3872144763333334
XGBoost,iter23,0.24511808999999998,0.43925729766666666,0.4159075936666666
XGBoost,iter24,0.22112306366666665,0.44936216766666665,0.3565914703333333
XGBoost,iter25,0.44722535166666666,0.44593308200000004,0.450522448
XGBoost,iter26,0.2428642143333333,0.4357375276666667,0.36535026533333337
XGBoost,iter27,0.27177798433333333,0.41368128833333334,0.40819031766666664
XGBoost,iter28,0.22581493566666666,0.41635517800000005,0.3975998266666667
XGBoost,iter29,0.23190459133333333,0.41356129766666666,0.41442143133333337
XGBoost,iter3,0.21701443566666667,0.350246758,0.35238260000000005
XGBoost,iter30,0.22989579633333335,0.4377036713333333,0.3614470486666667
XGBoost,iter4,0.23227525400000001,0.39452604799999996,0.3715325643333333
XGBoost,iter5,0.24351541033333332,0.4120699923333333,0.41369614000000005
XGBoost,iter6,0.21881710333333335,0.37085549599999995,0.343585619
XGBoost,iter7,0.22411913733333333,0.40769632233333336,0.394189621
XGBoost,iter8,0.22062363233333335,0.38080353899999997,0.3688463606666667
XGBoost,iter9,0.25608414900000004,0.442546029,0.38742133866666667
